Number of edges in matching: 18
{('v_bv', 'b_bv'), ('o_tt', 'rh_end_tt_2'), ('g_gy1', 'rc_end_north'), ('b_end_east', 'g_gy2'), ('v_end_east', 'rs_end_north'), ('rh_end_tt_1', 'b_bw'), ('rd_end_south', 'b_end_west'), ('rd_end_north', 'rh_end_north'), ('o_y_tt_end_west', 'nature_end_west'), ('y_rh', 'rh_end_south'), ('y_gy1', 'rc_end_south'), ('b_tt_3', 'rt_end_north'), ('b_v', 'v_end_west'), ('y_rt', 'rt_end_south'), ('w_bw', 'g_w'), ('rs_end_south', 'y_gy2'), ('o_rt', 'o_w_1'), ('rh_end_tt_4', 'rh_end_tt_3')}
         1637436 function calls (1618545 primitive calls) in 26.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1259    0.001    0.000    0.001    0.000 typing.py:324(__eq__)
      904    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      200    0.001    0.000    0.001    0.000 base.py:3124(_convert_slice_indexer)
     2961    0.001    0.000    0.003    0.000 {built-in method builtins.iter}
      616    0.001    0.000    0.004    0.000 _inspect.py:96(getargspec)
       70    0.001    0.000    0.010    0.000 __init__.py:1373(_preprocess_data)
     2031    0.001    0.000    0.007    0.000 _asarray.py:14(asarray)
      154    0.001    0.000    0.013    0.000 typing.py:677(__getitem__)
     1506    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
      428    0.001    0.000    0.007    0.000 rcsetup.py:360(validate_color)
      208    0.001    0.000    0.003    0.000 cast.py:1201(maybe_infer_to_datetimelike)
     1242    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
      410    0.001    0.000    0.002    0.000 copy.py:258(_reconstruct)
      999    0.001    0.000    0.003    0.000 base.py:256(is_dtype)
      630    0.001    0.000    0.113    0.000 weighted.py:733(_dijkstra)
      911    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     1410    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       27    0.001    0.000    0.001    0.000 enum.py:176(<setcomp>)
      856    0.001    0.000    0.002    0.000 common.py:194(is_object_dtype)
      213    0.001    0.000    0.009    0.000 construction.py:520(_try_cast)
      402    0.001    0.000    0.002    0.000 transforms.py:148(invalidate)
       13    0.001    0.000    0.015    0.001 axis.py:56(__init__)
      115    0.001    0.000    0.003    0.000 transforms.py:1921(rotate)
        1    0.001    0.001    0.001    0.001 indexing.py:901(_LocIndexer)
        2    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       96    0.001    0.000    0.037    0.000 patches.py:153(contains_point)
      290    0.001    0.000    0.035    0.000 _decorators.py:462(__call__)
       56    0.001    0.000    0.003    0.000 __init__.py:774(_open_file_or_url)
      828    0.001    0.000    0.002    0.000 {pandas._libs.lib.is_list_like}
      425    0.001    0.000    0.001    0.000 artist.py:1363(aliased_name)
       10    0.001    0.000    0.001    0.000 request.py:444(add_handler)
      334    0.001    0.000    0.001    0.000 contextlib.py:82(__init__)
        2    0.001    0.000    0.001    0.001 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
      880    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
      134    0.001    0.000    0.001    0.000 _decorators.py:421(__call__)
     1100    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
       32    0.001    0.000    0.002    0.000 linalg.py:989(eigvals)
      409    0.001    0.000    0.001    0.000 generic.py:195(__init__)
       89    0.001    0.000    0.004    0.000 <frozen zipimport>:63(__init__)
      209    0.001    0.000    0.002    0.000 enum.py:833(__and__)
       32    0.001    0.000    0.004    0.000 polynomial.py:166(roots)
  452/397    0.001    0.000    0.001    0.000 matching.py:363(assignLabel)
     1293    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
      801    0.001    0.000    0.001    0.000 __init__.py:2254(_check_in_list)
        1    0.001    0.001    0.009    0.009 frame.py:340(DataFrame)
      410    0.001    0.000    0.005    0.000 pyparsing.py:1423(copy)
       96    0.001    0.000    0.039    0.000 backend_bases.py:1950(inaxes)
      933    0.001    0.000    0.001    0.000 managers.py:1613(internal_values)
        1    0.001    0.001    0.004    0.004 pyplot.py:2138(_setup_pyplot_info_docstrings)
      630    0.001    0.000    0.115    0.000 weighted.py:161(dijkstra_path_length)
      853    0.001    0.000    0.001    0.000 inspect.py:80(ismethod)
      487    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      196    0.001    0.000    0.002    0.000 transforms.py:2387(__init__)
       84    0.001    0.000    0.003    0.000 font_manager.py:680(__init__)
      200    0.001    0.000    0.004    0.000 series.py:1542(to_dict)
      207    0.001    0.000    0.001    0.000 ticker.py:279(fix_minus)
       87    0.001    0.000    0.001    0.000 docstring.py:38(__call__)
      404    0.001    0.000    0.003    0.000 blocks.py:2374(__init__)
  224/222    0.001    0.000    0.003    0.000 transforms.py:2527(get_matrix)
      121    0.001    0.000    0.007    0.000 transforms.py:815(from_extents)
      209    0.001    0.000    0.008    0.000 blocks.py:2701(make_block)
        2    0.001    0.000    0.007    0.004 collections.py:1395(set_segments)
      610    0.001    0.000    0.001    0.000 series.py:442(name)
  242/202    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
      404    0.001    0.000    0.001    0.000 managers.py:1532(__init__)
      655    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      196    0.001    0.000    0.002    0.000 transforms.py:2422(get_matrix)
      130    0.001    0.000    0.014    0.000 _decorators.py:352(decorator)
       89    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
       96    0.001    0.000    0.014    0.000 path.py:497(contains_point)
     1053    0.001    0.000    0.001    0.000 inference.py:322(is_hashable)
      303    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
       96    0.001    0.000    0.001    0.000 __init__.py:1817(_topmost_artist)
     1046    0.001    0.000    0.001    0.000 transforms.py:1815(inverted)
      306    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      274    0.001    0.000    0.004    0.000 function_base.py:451(add_newdoc)
      590    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      630    0.001    0.000    0.001    0.000 weighted.py:41(_weight_function)
      758    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
      726    0.001    0.000    0.002    0.000 __init__.py:1281(_to_unmasked_float_array)
      506    0.001    0.000    0.001    0.000 posixpath.py:60(isabs)
        1    0.001    0.001    0.001    0.001 opcode.py:37(<listcomp>)
      199    0.001    0.000    0.001    0.000 __init__.py:1742(<dictcomp>)
      244    0.001    0.000    0.042    0.000 decorators.py:21(not_implemented_for)
      690    0.001    0.000    0.024    0.000 inspect.py:3091(signature)
       19    0.001    0.000    0.001    0.000 datetimes.py:76(_field_accessor)
      209    0.001    0.000    0.021    0.000 sre_compile.py:598(_code)
      409    0.001    0.000    0.001    0.000 blocks.py:237(mgr_locs)
      903    0.000    0.000    0.003    0.000 _asarray.py:86(asanyarray)
      223    0.000    0.000    0.006    0.000 typing.py:689(copy_with)
      843    0.000    0.000    0.001    0.000 inspect.py:72(isclass)
      376    0.000    0.000    0.016    0.000 transforms.py:1436(transform_affine)
      104    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
     1003    0.000    0.000    0.001    0.000 reportviews.py:772(__iter__)
      188    0.000    0.000    0.005    0.000 transforms.py:2179(inverted)
      690    0.000    0.000    0.024    0.000 inspect.py:2839(from_callable)
      511    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
      334    0.000    0.000    0.002    0.000 contextlib.py:117(__exit__)
        2    0.000    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      744    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
      115    0.000    0.000    0.001    0.000 patches.py:783(_convert_units)
       94    0.000    0.000    0.000    0.000 weakref.py:66(__call__)
       88    0.000    0.000    0.003    0.000 markers.py:277(set_marker)
      200    0.000    0.000    0.007    0.000 series.py:964(_get_values)
       74    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      203    0.000    0.000    0.001    0.000 generic.py:5095(__finalize__)
      212    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
       20    0.000    0.000    0.007    0.000 bezier.py:274(axis_aligned_extrema)
      608    0.000    0.000    0.001    0.000 series.py:492(name)
     2557    0.000    0.000    0.000    0.000 artist.py:796(get_animated)
      107    0.000    0.000    0.001    0.000 inspect.py:544(_finddoc)
       96    0.000    0.000    0.001    0.000 patches.py:111(_process_radius)
       96    0.000    0.000    0.037    0.000 backend_bases.py:1964(<listcomp>)
      999    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      101    0.000    0.000    0.001    0.000 __init__.py:2219(_check_isinstance)
       20    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
        5    0.000    0.000    0.080    0.016 base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 strings.py:2075(StringMethods)
      165    0.000    0.000    0.004    0.000 fromnumeric.py:52(_wrapfunc)
      202    0.000    0.000    0.028    0.000 frame.py:966(iterrows)
      209    0.000    0.000    0.002    0.000 base.py:4083(__getitem__)
      510    0.000    0.000    0.020    0.000 re.py:198(search)
        1    0.000    0.000    0.000    0.000 {built-in method _posixsubprocess.fork_exec}
      100    0.000    0.000    0.001    0.000 figure.py:65(as_list)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
      116    0.000    0.000    0.022    0.000 patches.py:258(get_transform)
      406    0.000    0.000    0.000    0.000 generic.py:5123(__getattr__)
        1    0.000    0.000    0.002    0.002 cpp.py:33(create_complete_graph)
      239    0.000    0.000    0.005    0.000 rcsetup.py:353(validate_color_for_prop_cycle)
      123    0.000    0.000    0.001    0.000 posixpath.py:71(join)
       17    0.000    0.000    0.009    0.001 rcsetup.py:928(validate_cycler)
       24    0.000    0.000    0.019    0.001 traceback.py:321(extract)
     1672    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      115    0.000    0.000    0.006    0.000 transforms.py:1957(rotate_deg_around)
      933    0.000    0.000    0.001    0.000 series.py:540(_values)
      410    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      746    0.000    0.000    0.001    0.000 functools.py:429(_unwrap_partial)
      885    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
      128    0.000    0.000    0.001    0.000 expr.py:181(<genexpr>)
       69    0.000    0.000    0.004    0.000 typing.py:818(__getitem_inner__)
      377    0.000    0.000    0.001    0.000 transforms.py:2151(transform_non_affine)
      854    0.000    0.000    0.003    0.000 typing.py:358(<genexpr>)
      204    0.000    0.000    0.009    0.000 managers.py:1564(from_array)
       86    0.000    0.000    0.000    0.000 font_manager.py:851(set_weight)
       16    0.000    0.000    0.002    0.000 bezier.py:238(polynomial_coefficients)
      619    0.000    0.000    0.015    0.000 inspect.py:3020(bind)
      104    0.000    0.000    0.001    0.000 codecs.py:319(decode)
      200    0.000    0.000    0.009    0.000 series.py:908(_get_with)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
       94    0.000    0.000    0.044    0.000 _base.py:3696(format_coord)
        1    0.000    0.000    0.005    0.005 expr.py:1(<module>)
     2091    0.000    0.000    0.000    0.000 __init__.py:2291(<genexpr>)
      206    0.000    0.000    0.001    0.000 base.py:463(_simple_new)
  492/491    0.000    0.000    0.003    0.000 transforms.py:1715(transform)
      193    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
      218    0.000    0.000    0.001    0.000 common.py:224(is_sparse)
        3    0.000    0.000    0.036    0.012 core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rrule.py:2(<module>)
       54    0.000    0.000    0.003    0.000 deprecation.py:333(_delete_parameter)
      121    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(reshape)
      199    0.000    0.000    0.024    0.000 artist.py:1086(set)
      115    0.000    0.000    0.003    0.000 text.py:168(update)
    92/65    0.000    0.000    0.290    0.004 <frozen importlib._bootstrap_external>:1107(exec_module)
      399    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
        1    0.000    0.000    0.629    0.629 pyplot.py:4(<module>)
        1    0.000    0.000    0.007    0.007 generic.py:156(NDFrame)
     1819    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
      138    0.000    0.000    0.007    0.000 rcsetup.py:87(f)
       94    0.000    0.000    0.037    0.000 backend_macosx.py:150(set_message)
      426    0.000    0.000    0.006    0.000 colors.py:129(is_color_like)
        1    0.000    0.000    0.049    0.049 pyparsing.py:27(<module>)
  416/414    0.000    0.000    0.002    0.000 {built-in method builtins.all}
       67    0.000    0.000    0.002    0.000 pyparsing.py:4011(__init__)
      831    0.000    0.000    0.001    0.000 typing.py:711(__eq__)
      117    0.000    0.000    0.001    0.000 transforms.py:2511(__init__)
     1857    0.000    0.000    0.000    0.000 deprecation.py:399(<genexpr>)
      806    0.000    0.000    0.001    0.000 inspect.py:513(_is_wrapper)
     14/6    0.000    0.000    0.002    0.000 base.py:293(__new__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:366(RubberbandBase)
      158    0.000    0.000    0.005    0.000 typing.py:802(__getitem__)
      210    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      127    0.000    0.000    0.001    0.000 extension.py:21(inherit_from_data)
       26    0.000    0.000    0.013    0.001 axis.py:341(_apply_params)
     2384    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      583    0.000    0.000    0.000    0.000 artist.py:332(pchanged)
      842    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      201    0.000    0.000    0.002    0.000 {method 'max' of 'numpy.ndarray' objects}
      205    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
      855    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       89    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
      334    0.000    0.000    0.001    0.000 contextlib.py:238(helper)
      190    0.000    0.000    0.001    0.000 transforms.py:2119(__init__)
      141    0.000    0.000    0.002    0.000 fromnumeric.py:2337(all)
     1096    0.000    0.000    0.000    0.000 multiarray.py:706(dot)
      242    0.000    0.000    0.001    0.000 dtypes.py:1119(is_dtype)
      270    0.000    0.000    0.003    0.000 transforms.py:1267(__add__)
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1835(_parseCache)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      373    0.000    0.000    0.002    0.000 inspect.py:182(isgeneratorfunction)
      515    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      209    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      293    0.000    0.000    0.011    0.000 re.py:203(sub)
        4    0.000    0.000    0.390    0.098 generic.py:1(<module>)
        3    0.000    0.000    0.027    0.009 numeric.py:1(<module>)
        2    0.000    0.000    0.006    0.003 collections.py:1408(<listcomp>)
     1419    0.000    0.000    0.000    0.000 path.py:202(vertices)
     1018    0.000    0.000    0.001    0.000 colors.py:266(<genexpr>)
      750    0.000    0.000    0.000    0.000 rcsetup.py:234(validator)
      373    0.000    0.000    0.002    0.000 inspect.py:189(iscoroutinefunction)
      200    0.000    0.000    0.001    0.000 blocks.py:256(make_block_same_class)
      334    0.000    0.000    0.005    0.000 contextlib.py:108(__enter__)
        3    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.028    0.014 format.py:1(<module>)
      243    0.000    0.000    0.001    0.000 common.py:696(is_integer_dtype)
     1270    0.000    0.000    0.000    0.000 colors.py:276(<genexpr>)
       27    0.000    0.000    0.001    0.000 cycler.py:349(by_key)
        1    0.000    0.000    0.004    0.004 nanops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
       44    0.000    0.000    0.001    0.000 transforms.py:1982(scale)
      399    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
      134    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       13    0.000    0.000    0.001    0.000 lines.py:650(recache)
      150    0.000    0.000    0.002    0.000 markers.py:230(_recache)
      195    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      110    0.000    0.000    0.000    0.000 enum.py:357(__members__)
       74    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
 1082/412    0.000    0.000    0.000    0.000 matching.py:267(leaves)
        3    0.000    0.000    0.000    0.000 expr.py:268(disallowed)
      857    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
      209    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       94    0.000    0.000    0.000    0.000 backend_bases.py:2944(_update_cursor)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      200    0.000    0.000    0.001    0.000 base.py:498(_shallow_copy)
      636    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
       20    0.000    0.000    0.000    0.000 bezier.py:192(__init__)
      206    0.000    0.000    0.000    0.000 __init__.py:32(set_function_name)
        2    0.000    0.000    0.001    0.000 feedparser.py:471(_parse_headers)
       36    0.000    0.000    0.006    0.000 __init__.py:1338(_add_data_doc)
      200    0.000    0.000    0.001    0.000 common.py:97(is_bool_indexer)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      418    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      105    0.000    0.000    0.004    0.000 abc.py:84(__new__)
      107    0.000    0.000    0.001    0.000 common.py:32(_unpack_zerodim_and_defer)
      115    0.000    0.000    0.004    0.000 transforms.py:1937(rotate_deg)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
